Contract Symbol,Last Trade Date,Strike,Last Price,Bid,Ask,Change,Percent Change,Volume,Open Interest,Implied Volatility
AAPL230428C00050000,2023-04-25 15:51:18+00:00,50.0,115.0,114.15,114.35,-0.30000305,-0.26019344,12.0,13,4.546879316406249,True,REGULAR,USD
AAPL230428C00070000,2023-04-18 17:04:52+00:00,70.0,95.78,93.85,94.2,0.0,0.0,nan,1,1.0000000000000003e-05,True,REGULAR,USD
AAPL230428C00080000,2023-04-18 17:04:52+00:00,80.0,85.85,83.95,84.2,0.0,0.0,nan,1,1.0000000000000003e-05,True,REGULAR,USD
AAPL230428C00090000,2023-03-17 16:24:01+00:00,90.0,65.68,74.3,76.05,0.0,0.0,2.0,2,3.488282529296875,True,REGULAR,USD
AAPL230428C00095000,2023-04-21 18:27:35+00:00,95.0,70.0,69.1,69.85,0.0,0.0,5.0,9,2.49219126953125,True,REGULAR,USD
AAPL230428C00100000,2023-04-21 19:07:08+00:00,100.0,66.0,63.6,64.25,1.050003,1.6166329,100.0,36,1.0000000000000003e-05,True,REGULAR,USD
AAPL230428C00105000,2023-04-24 18:15:38+00:00,105.0,60.45,59.15,59.55,0.0,0.0,3.0,7,1.8359383203124997,True,REGULAR,USD
AAPL230428C00110000,2023-04-21 18:26:59+00:00,110.0,55.46,53.95,54.55,0.0,0.0,15.0,15,1.984375078125,True,REGULAR,USD
AAPL230428C00115000,2023-04-10 16:04:51+00:00,115.0,46.17,49.05,50.05,0.0,0.0,2.0,2,1.79296978515625,True,REGULAR,USD
AAPL230428C00120000,2023-04-24 15:32:51+00:00,120.0,44.07,43.6,45.0,0.0,0.0,2.0,180,1.1953165234375,True,REGULAR,USD
AAPL230428C00125000,2023-04-24 14:40:07+00:00,125.0,39.72,39.2,39.4,0.0,0.0,58.0,50,1.0546922265625,True,REGULAR,USD
AAPL230428C00130000,2023-04-25 14:30:48+00:00,130.0,35.33,33.95,34.25,-0.109996796,-0.3103747,10.0,47,1.0000000000000003e-05,True,REGULAR,USD
AAPL230428C00135000,2023-04-25 19:05:29+00:00,135.0,29.25,29.05,29.35,-0.62000084,-2.075664,6.0,108,0.88476677734375,True,REGULAR,USD
AAPL230428C00136000,2023-04-25 18:58:38+00:00,136.0,28.15,28.0,28.7,-1.3199997,-4.4791303,4.0,13,0.8554701953125,True,REGULAR,USD
AAPL230428C00137000,2023-04-21 19:44:53+00:00,137.0,27.95,27.15,27.3,0.0,0.0,2.0,13,0.73437765625,True,REGULAR,USD
AAPL230428C00138000,2023-04-21 13:36:22+00:00,138.0,27.56,26.1,26.3,0.0,0.0,3.0,83,0.7070341796875,True,REGULAR,USD
AAPL230428C00139000,2023-04-25 16:14:25+00:00,139.0,25.94,25.1,25.3,0.7900009,3.1411567,3.0,10,0.6796907031250001,True,REGULAR,USD
AAPL230428C00140000,2023-04-25 18:08:26+00:00,140.0,23.94,24.2,24.35,-1.7399998,-6.7756996,13.0,147,0.5625043750000001,True,REGULAR,USD
AAPL230428C00141000,2023-04-24 17:33:20+00:00,141.0,23.99,23.2,23.35,0.0,0.0,4.0,32,0.5468795312500001,True,REGULAR,USD
AAPL230428C00142000,2023-04-25 16:30:51+00:00,142.0,22.73,22.1,22.3,-0.21000099,-0.91543585,12.0,248,0.6015664843750002,True,REGULAR,USD
AAPL230428C00143000,2023-04-25 16:16:26+00:00,143.0,21.95,21.15,21.35,-0.289999,-1.3039523,4.0,26,0.6562534375000001,True,REGULAR,USD
AAPL230428C00144000,2023-04-25 19:08:35+00:00,144.0,20.3,20.15,20.35,-0.40000153,-1.9323745,89.0,127,0.6269568554687501,True,REGULAR,USD
AAPL230428C00145000,2023-04-25 18:55:17+00:00,145.0,19.17,19.15,19.3,-1.1299992,-5.5664988,16.0,341,0.5273484765625001,True,REGULAR,USD
AAPL230428C00146000,2023-04-25 19:06:38+00:00,146.0,18.27,18.15,18.35,-0.4300003,-2.2994668,34.0,245,0.570316796875,True,REGULAR,USD
AAPL230428C00147000,2023-04-25 18:42:08+00:00,147.0,17.36,17.2,17.35,-1.1099987,-6.009739,18.0,220,0.5429733203125001,True,REGULAR,USD
AAPL230428C00148000,2023-04-25 18:40:27+00:00,148.0,16.59,16.15,16.35,-0.87999916,-5.037202,46.0,222,0.51562984375,True,REGULAR,USD
AAPL230428C00149000,2023-04-25 18:42:08+00:00,149.0,15.39,15.2,15.35,-1.2200003,-7.3449745,10.0,111,0.48633326171875,True,REGULAR,USD
AAPL230428C00150000,2023-04-25 18:53:28+00:00,150.0,14.29,14.15,14.35,-1.1599998,-7.5080895,85.0,1774,0.45898978515625005,True,REGULAR,USD
AAPL230428C00152500,2023-04-25 19:09:23+00:00,152.5,11.85,11.65,11.8,-0.9499998,-7.4218736,63.0,1472,0.335944140625,True,REGULAR,USD
AAPL230428C00155000,2023-04-25 19:08:36+00:00,155.0,9.4,9.25,9.35,-1.1000004,-10.476194,809.0,5200,0.31641308593749995,True,REGULAR,USD
AAPL230428C00157500,2023-04-25 18:53:59+00:00,157.5,6.95,6.8,6.95,-0.9500003,-12.02532,187.0,1887,0.29004616210937495,True,REGULAR,USD
AAPL230428C00160000,2023-04-25 19:02:14+00:00,160.0,4.7,4.6,4.75,-0.9000001,-16.07143,6236.0,11298,0.28125718749999995,True,REGULAR,USD
AAPL230428C00162500,2023-04-25 19:10:55+00:00,162.5,2.71,2.68,2.7,-0.8399999,-23.66197,4967.0,7578,0.24488059814453128,True,REGULAR,USD
AAPL230428C00165000,2023-04-25 19:11:23+00:00,165.0,1.27,1.24,1.25,-0.6,-32.085564,64759.0,29888,0.231452998046875,False,REGULAR,USD
AAPL230428C00167500,2023-04-25 19:11:31+00:00,167.5,0.43,0.42,0.43,-0.26,-37.68116,65523.0,25134,0.22168747070312497,False,REGULAR,USD
AAPL230428C00170000,2023-04-25 19:10:43+00:00,170.0,0.11,0.11,0.12,-0.08,-42.105263,26911.0,32988,0.22168747070312497,False,REGULAR,USD
AAPL230428C00172500,2023-04-25 19:09:09+00:00,172.5,0.03,0.03,0.04,-0.03,-50.0,6700.0,20718,0.23828886718749998,False,REGULAR,USD
AAPL230428C00175000,2023-04-25 19:07:40+00:00,175.0,0.01,0.01,0.02,-0.02,-66.66667,3080.0,16683,0.2695385546875,False,REGULAR,USD
AAPL230428C00177500,2023-04-25 18:57:19+00:00,177.5,0.01,0.0,0.01,0.0,0.0,795.0,6758,0.29688203124999996,False,REGULAR,USD
AAPL230428C00180000,2023-04-25 17:10:38+00:00,180.0,0.01,0.0,0.01,0.0,0.0,72.0,4964,0.3437565625,False,REGULAR,USD
AAPL230428C00182500,2023-04-25 17:00:42+00:00,182.5,0.01,0.0,0.01,0.0,0.0,6.0,2130,0.38281867187499996,False,REGULAR,USD
AAPL230428C00185000,2023-04-24 16:54:37+00:00,185.0,0.01,0.0,0.01,0.0,0.0,61.0,2841,0.42969320312500003,False,REGULAR,USD
AAPL230428C00187500,2023-04-25 13:30:01+00:00,187.5,0.01,0.0,0.01,0.0,0.0,2.0,297,0.4687553125,False,REGULAR,USD
AAPL230428C00190000,2023-04-24 13:30:05+00:00,190.0,0.01,0.0,0.01,0.0,0.0,1.0,229,0.51562984375,False,REGULAR,USD
AAPL230428C00192500,2023-04-19 18:15:12+00:00,192.5,0.01,0.0,0.01,0.0,0.0,nan,62,0.51562984375,False,REGULAR,USD
AAPL230428C00195000,2023-04-21 17:01:17+00:00,195.0,0.01,0.0,0.0,0.0,0.0,5.0,415,0.2500075,False,REGULAR,USD
AAPL230428C00197500,2023-04-20 13:42:36+00:00,197.5,0.01,0.0,0.01,0.0,0.0,nan,1,0.5937540625000001,False,REGULAR,USD
AAPL230428C00200000,2023-04-18 14:06:32+00:00,200.0,0.01,0.0,0.01,0.0,0.0,21.0,320,0.6250037500000001,False,REGULAR,USD
AAPL230428C00205000,2023-04-12 14:25:26+00:00,205.0,0.02,0.0,0.01,0.0,0.0,20.0,22,0.70312796875,False,REGULAR,USD
AAPL230428C00210000,2023-04-19 15:57:47+00:00,210.0,0.01,0.0,0.01,0.0,0.0,nan,229,0.7812521875,False,REGULAR,USD
AAPL230428C00245000,2023-03-13 14:51:49+00:00,245.0,0.01,0.0,0.02,0.0,0.0,nan,1,1.2812535937499998,False,REGULAR,USD
AAPL230428C00250000,2023-04-24 17:59:42+00:00,250.0,0.01,0.0,0.01,0.0,0.0,4.0,468,1.2500037499999999,False,REGULAR,USD
AAPL230428P00050000,2023-04-24 13:30:06+00:00,50.0,0.01,0.0,0.0,0.0,0.0,1.0,155,0.500005,False,REGULAR,USD
AAPL230428P00060000,2023-04-18 17:04:52+00:00,60.0,0.01,0.0,0.01,0.0,0.0,1.0,10,3.0000025,False,REGULAR,USD
AAPL230428P00080000,2023-03-24 13:49:55+00:00,80.0,0.03,0.0,0.16,0.0,0.0,5.0,5,2.81250296875,False,REGULAR,USD
AAPL230428P00085000,2023-03-17 18:09:53+00:00,85.0,0.04,0.0,0.03,0.0,0.0,1.0,1,2.1875045312499997,False,REGULAR,USD
AAPL230428P00095000,2023-04-10 14:46:40+00:00,95.0,0.01,0.0,0.01,0.0,0.0,1.0,2,1.6875015625,False,REGULAR,USD
AAPL230428P00100000,2023-04-24 14:20:31+00:00,100.0,0.01,0.0,0.01,0.0,0.0,2.0,416,1.5000025,False,REGULAR,USD
AAPL230428P00105000,2023-04-20 18:22:57+00:00,105.0,0.01,0.0,0.01,0.0,0.0,1150.0,3456,1.3750031249999999,False,REGULAR,USD
AAPL230428P00110000,2023-04-24 17:33:33+00:00,110.0,0.01,0.0,0.01,0.0,0.0,1.0,1562,1.2500037499999999,False,REGULAR,USD
AAPL230428P00115000,2023-04-21 19:33:50+00:00,115.0,0.01,0.0,0.01,0.0,0.0,1816.0,3490,1.125004375,False,REGULAR,USD
AAPL230428P00120000,2023-04-21 19:52:38+00:00,120.0,0.01,0.0,0.01,0.0,0.0,1836.0,6253,0.98437515625,False,REGULAR,USD
AAPL230428P00125000,2023-04-21 19:07:14+00:00,125.0,0.01,0.0,0.01,0.0,0.0,506.0,2686,0.87500125,False,REGULAR,USD
AAPL230428P00130000,2023-04-25 18:25:50+00:00,130.0,0.01,0.0,0.0,0.0,0.0,1.0,1571,0.500005,False,REGULAR,USD
AAPL230428P00135000,2023-04-25 17:24:47+00:00,135.0,0.01,0.0,0.01,0.0,0.0,13.0,5201,0.64062859375,False,REGULAR,USD
AAPL230428P00136000,2023-04-24 16:20:03+00:00,136.0,0.01,0.0,0.01,0.0,0.0,32.0,425,0.6250037500000001,False,REGULAR,USD
AAPL230428P00137000,2023-04-24 13:39:20+00:00,137.0,0.01,0.0,0.01,0.0,0.0,3.0,542,0.5937540625000001,False,REGULAR,USD
AAPL230428P00138000,2023-04-25 13:30:06+00:00,138.0,0.01,0.0,0.01,0.0,0.0,3.0,532,0.57812921875,False,REGULAR,USD
AAPL230428P00139000,2023-04-25 16:03:21+00:00,139.0,0.01,0.0,0.01,0.0,0.0,1.0,1133,0.5625043750000001,False,REGULAR,USD
AAPL230428P00140000,2023-04-25 17:16:48+00:00,140.0,0.01,0.0,0.01,0.0,0.0,2.0,5489,0.5312546875,False,REGULAR,USD
AAPL230428P00141000,2023-04-25 18:54:57+00:00,141.0,0.01,0.01,0.02,0.0,0.0,3.0,4691,0.570316796875,False,REGULAR,USD
AAPL230428P00142000,2023-04-25 18:28:56+00:00,142.0,0.01,0.01,0.02,0.0,0.0,93.0,1771,0.5468795312500001,False,REGULAR,USD
AAPL230428P00143000,2023-04-25 18:39:45+00:00,143.0,0.01,0.01,0.02,0.0,0.0,134.0,1388,0.523442265625,False,REGULAR,USD
AAPL230428P00144000,2023-04-25 16:52:50+00:00,144.0,0.02,0.01,0.02,0.01,100.0,412.0,443,0.500005,False,REGULAR,USD
AAPL230428P00145000,2023-04-25 17:24:47+00:00,145.0,0.02,0.01,0.02,0.01,100.0,54.0,2878,0.49219257812500006,False,REGULAR,USD
AAPL230428P00146000,2023-04-25 18:32:05+00:00,146.0,0.01,0.01,0.02,0.0,0.0,4.0,1423,0.4687553125,False,REGULAR,USD
AAPL230428P00147000,2023-04-25 18:55:28+00:00,147.0,0.02,0.02,0.03,0.0,0.0,17.0,2212,0.46484910156250003,False,REGULAR,USD
AAPL230428P00148000,2023-04-25 18:41:14+00:00,148.0,0.02,0.02,0.03,0.0,0.0,34.0,2920,0.4414118359375,False,REGULAR,USD
AAPL230428P00149000,2023-04-25 18:34:00+00:00,149.0,0.02,0.02,0.03,0.0,0.0,62.0,2507,0.41797457031249996,False,REGULAR,USD
AAPL230428P00150000,2023-04-25 19:06:01+00:00,150.0,0.02,0.02,0.03,-0.01,-33.333336,1377.0,9433,0.39063109375,False,REGULAR,USD
AAPL230428P00152500,2023-04-25 18:59:16+00:00,152.5,0.05,0.04,0.05,0.010000002,25.000006,1273.0,4536,0.35547519531249994,False,REGULAR,USD
AAPL230428P00155000,2023-04-25 19:11:02+00:00,155.0,0.1,0.09,0.1,0.040000003,66.66667,3318.0,20769,0.32617861328125,False,REGULAR,USD
AAPL230428P00157500,2023-04-25 19:10:57+00:00,157.5,0.19,0.19,0.19,0.060000002,46.153847,4047.0,8254,0.2919992675781249,False,REGULAR,USD
AAPL230428P00160000,2023-04-25 19:11:28+00:00,160.0,0.43,0.44,0.45,0.17000002,65.38463,25950.0,32198,0.273444765625,False,REGULAR,USD
AAPL230428P00162500,2023-04-25 19:11:15+00:00,162.5,1.0,1.02,1.03,0.36,56.250008,36720.0,13915,0.2600171655273438,False,REGULAR,USD
AAPL230428P00165000,2023-04-25 19:11:33+00:00,165.0,2.02,2.06,2.07,0.62,44.285713,62405.0,20963,0.24390404541015626,True,REGULAR,USD
AAPL230428P00167500,2023-04-25 19:09:48+00:00,167.5,3.68,3.65,3.8,0.8700001,30.96086,5707.0,14503,0.24829853271484376,True,REGULAR,USD
AAPL230428P00170000,2023-04-25 18:39:44+00:00,170.0,5.6,5.75,6.0,0.75,15.463918,1243.0,6977,0.27246821289062495,True,REGULAR,USD
AAPL230428P00172500,2023-04-25 19:04:21+00:00,172.5,8.25,8.3,8.4,1.0500002,14.583336,182.0,382,0.313483427734375,True,REGULAR,USD
AAPL230428P00175000,2023-04-25 19:07:32+00:00,175.0,10.73,10.85,11.0,0.47999954,4.6829224,50.0,459,0.42578699218750005,True,REGULAR,USD
AAPL230428P00177500,2023-04-25 19:07:32+00:00,177.5,13.19,13.25,13.45,0.03999996,0.30418223,21.0,12,0.47363807617187503,True,REGULAR,USD
AAPL230428P00180000,2023-04-25 17:22:44+00:00,180.0,15.9,15.8,16.0,1.0499992,7.0707016,29.0,18,0.5117236328125,True,REGULAR,USD
AAPL230428P00182500,2023-04-24 14:13:00+00:00,182.5,17.35,18.25,18.4,0.0,0.0,4.0,7,0.51562984375,True,REGULAR,USD
AAPL230428P00185000,2023-04-25 17:22:44+00:00,185.0,20.9,20.8,21.0,2.4499989,13.279125,31.0,1,0.63086306640625,True,REGULAR,USD
AAPL230428P00187500,2023-04-20 19:11:54+00:00,187.5,21.25,23.3,23.5,0.0,0.0,nan,0,0.6884796777343751,True,REGULAR,USD
AAPL230428P00195000,2023-03-28 13:30:45+00:00,195.0,36.89,30.7,30.95,0.0,0.0,1.0,0,0.7753928710937501,True,REGULAR,USD
AAPL230428P00200000,2023-04-24 13:57:57+00:00,200.0,34.5,35.35,36.2,0.0,0.0,2.0,0,0.7812521875,True,REGULAR,USD
AAPL230428P00205000,2023-03-27 13:33:59+00:00,205.0,44.25,40.8,41.25,0.0,0.0,nan,0,1.154301103515625,True,REGULAR,USD
AAPL230428P00210000,2023-04-05 14:58:26+00:00,210.0,46.54,45.7,46.3,0.0,0.0,nan,0,1.2343788281249999,True,REGULAR,USD
AAPL230428P00225000,2023-04-12 15:48:39+00:00,225.0,63.5,60.5,60.9,0.0,0.0,nan,0,1.40625296875,True,REGULAR,USD
AAPL230428P00235000,2023-04-24 13:34:16+00:00,235.0,70.2,70.8,71.45,0.0,0.0,1.0,0,1.787110439453125,True,REGULAR,USD
